uf;municipio;evento;data_referencia;total;total_peso;abrangencia;formulario;ano;ano_data;mes_data;trimestre_data
MT;NÃO INFORMADO;Tráfico de drogas;01/11/2019;313;;Estadual;Formulário 4;2019;2019;11;4
PA;NÃO INFORMADO;Tráfico de drogas;01/11/2019;421;;Estadual;Formulário 4;2019;2019;11;4
PB;NÃO INFORMADO;Tráfico de drogas;01/11/2019;35;;Estadual;Formulário 4;2019;2019;11;4
PE;NÃO INFORMADO;Tráfico de drogas;01/11/2019;583;;Estadual;Formulário 4;2019;2019;11;4
PI;NÃO INFORMADO;Tráfico de drogas;01/11/2019;85;;Estadual;Formulário 4;2019;2019;11;4
PR;NÃO INFORMADO;Tráfico de drogas;01/11/2019;948;;Estadual;Formulário 4;2019;2019;11;4
RJ;NÃO INFORMADO;Tráfico de drogas;01/11/2019;1603;;Estadual;Formulário 4;2019;2019;11;4
RN;NÃO INFORMADO;Tráfico de drogas;01/11/2019;55;;Estadual;Formulário 4;2019;2019;11;4
RO;NÃO INFORMADO;Tráfico de drogas;01/11/2019;114;;Estadual;Formulário 4;2019;2019;11;4
RR;NÃO INFORMADO;Tráfico de drogas;01/11/2019;28;;Estadual;Formulário 4;2019;2019;11;4
RS;NÃO INFORMADO;Tráfico de drogas;01/11/2019;1023;;Estadual;Formulário 4;2019;2019;11;4
SC;NÃO INFORMADO;Tráfico de drogas;01/11/2019;503;;Estadual;Formulário 4;2019;2019;11;4
SE;NÃO INFORMADO;Tráfico de drogas;01/11/2019;100;;Estadual;Formulário 4;2019;2019;11;4
SP;NÃO INFORMADO;Tráfico de drogas;01/11/2019;3568;;Estadual;Formulário 4;2019;2019;11;4
TO;NÃO INFORMADO;Tráfico de drogas;01/11/2019;78;;Estadual;Formulário 4;2019;2019;11;4
AC;NÃO INFORMADO;Tráfico de drogas;01/12/2019;10;;Estadual;Formulário 4;2019;2019;12;4
AL;NÃO INFORMADO;Tráfico de drogas;01/12/2019;99;;Estadual;Formulário 4;2019;2019;12;4
AM;NÃO INFORMADO;Tráfico de drogas;01/12/2019;294;;Estadual;Formulário 4;2019;2019;12;4
AP;NÃO INFORMADO;Tráfico de drogas;01/12/2019;36;;Estadual;Formulário 4;2019;2019;12;4
BA;NÃO INFORMADO;Tráfico de drogas;01/12/2019;458;;Estadual;Formulário 4;2019;2019;12;4
CE;NÃO INFORMADO;Tráfico de drogas;01/12/2019;598;;Estadual;Formulário 4;2019;2019;12;4
DF;NÃO INFORMADO;Tráfico de drogas;01/12/2019;218;;Estadual;Formulário 4;2019;2019;12;4
ES;NÃO INFORMADO;Tráfico de drogas;01/12/2019;426;;Estadual;Formulário 4;2019;2019;12;4
GO;NÃO INFORMADO;Tráfico de drogas;01/12/2019;637;;Estadual;Formulário 4;2019;2019;12;4
MA;NÃO INFORMADO;Tráfico de drogas;01/12/2019;140;;Estadual;Formulário 4;2019;2019;12;4
MG;NÃO INFORMADO;Tráfico de drogas;01/12/2019;2570;;Estadual;Formulário 4;2019;2019;12;4
MS;NÃO INFORMADO;Tráfico de drogas;01/12/2019;274;;Estadual;Formulário 4;2019;2019;12;4
MT;NÃO INFORMADO;Tráfico de drogas;01/12/2019;343;;Estadual;Formulário 4;2019;2019;12;4
PA;NÃO INFORMADO;Tráfico de drogas;01/12/2019;459;;Estadual;Formulário 4;2019;2019;12;4
PB;NÃO INFORMADO;Tráfico de drogas;01/12/2019;48;;Estadual;Formulário 4;2019;2019;12;4
PE;NÃO INFORMADO;Tráfico de drogas;01/12/2019;573;;Estadual;Formulário 4;2019;2019;12;4
PI;NÃO INFORMADO;Tráfico de drogas;01/12/2019;56;;Estadual;Formulário 4;2019;2019;12;4
PR;NÃO INFORMADO;Tráfico de drogas;01/12/2019;858;;Estadual;Formulário 4;2019;2019;12;4
RJ;NÃO INFORMADO;Tráfico de drogas;01/12/2019;1621;;Estadual;Formulário 4;2019;2019;12;4
RN;NÃO INFORMADO;Tráfico de drogas;01/12/2019;51;;Estadual;Formulário 4;2019;2019;12;4
RO;NÃO INFORMADO;Tráfico de drogas;01/12/2019;103;;Estadual;Formulário 4;2019;2019;12;4
RR;NÃO INFORMADO;Tráfico de drogas;01/12/2019;32;;Estadual;Formulário 4;2019;2019;12;4
RS;NÃO INFORMADO;Tráfico de drogas;01/12/2019;922;;Estadual;Formulário 4;2019;2019;12;4
SC;NÃO INFORMADO;Tráfico de drogas;01/12/2019;550;;Estadual;Formulário 4;2019;2019;12;4
SE;NÃO INFORMADO;Tráfico de drogas;01/12/2019;82;;Estadual;Formulário 4;2019;2019;12;4
SP;NÃO INFORMADO;Tráfico de drogas;01/12/2019;3010;;Estadual;Formulário 4;2019;2019;12;4
TO;NÃO INFORMADO;Tráfico de drogas;01/12/2019;94;;Estadual;Formulário 4;2019;2019;12;4
AC;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;14.646;Estadual;Formulário 5;2019;2019;1;1
AC;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;16.735;Estadual;Formulário 5;2019;2019;1;1
AL;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;106.39;Estadual;Formulário 5;2019;2019;1;1
AL;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;113.618;Estadual;Formulário 5;2019;2019;1;1
AM;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;27.11;Estadual;Formulário 5;2019;2019;1;1
AM;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;757.3;Estadual;Formulário 5;2019;2019;1;1
AP;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;8.475;Estadual;Formulário 5;2019;2019;1;1
AP;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;14.951;Estadual;Formulário 5;2019;2019;1;1
BA;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;19.929;Estadual;Formulário 5;2019;2019;1;1
BA;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;282.03;Estadual;Formulário 5;2019;2019;1;1
CE;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;35.69;Estadual;Formulário 5;2019;2019;1;1
CE;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;2090.59;Estadual;Formulário 5;2019;2019;1;1
DF;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;9;Estadual;Formulário 5;2019;2019;1;1
DF;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;271;Estadual;Formulário 5;2019;2019;1;1
ES;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;1.644;Estadual;Formulário 5;2019;2019;1;1
ES;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;394.265;Estadual;Formulário 5;2019;2019;1;1
GO;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;152.325;Estadual;Formulário 5;2019;2019;1;1
GO;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;5611.11;Estadual;Formulário 5;2019;2019;1;1
MA;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;6.835;Estadual;Formulário 5;2019;2019;1;1
MA;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;398.942;Estadual;Formulário 5;2019;2019;1;1
MG;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;;Estadual;Formulário 5;2019;2019;1;1
MG;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;;Estadual;Formulário 5;2019;2019;1;1
MS;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;304.874;Estadual;Formulário 5;2019;2019;1;1
MS;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;30054.8;Estadual;Formulário 5;2019;2019;1;1
MT;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;894.33;Estadual;Formulário 5;2019;2019;1;1
MT;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;454.62;Estadual;Formulário 5;2019;2019;1;1
PA;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;29.124;Estadual;Formulário 5;2019;2019;1;1
PA;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;115.576;Estadual;Formulário 5;2019;2019;1;1
PB;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;6.8;Estadual;Formulário 5;2019;2019;1;1
PB;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;46.64;Estadual;Formulário 5;2019;2019;1;1
PE;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;0;Estadual;Formulário 5;2019;2019;1;1
PE;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;0;Estadual;Formulário 5;2019;2019;1;1
PI;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;4.33;Estadual;Formulário 5;2019;2019;1;1
PI;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;18.537;Estadual;Formulário 5;2019;2019;1;1
PR;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;181.229;Estadual;Formulário 5;2019;2019;1;1
PR;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;5437.279;Estadual;Formulário 5;2019;2019;1;1
RJ;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;;Estadual;Formulário 5;2019;2019;1;1
RJ;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;;Estadual;Formulário 5;2019;2019;1;1
RN;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;4.012;Estadual;Formulário 5;2019;2019;1;1
RN;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;18.015;Estadual;Formulário 5;2019;2019;1;1
RO;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;;Estadual;Formulário 5;2019;2019;1;1
RO;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;;Estadual;Formulário 5;2019;2019;1;1
RR;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;0.989;Estadual;Formulário 5;2019;2019;1;1
RR;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;9.918;Estadual;Formulário 5;2019;2019;1;1
RS;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;92.33;Estadual;Formulário 5;2019;2019;1;1
RS;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;662.37;Estadual;Formulário 5;2019;2019;1;1
SC;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;34.36;Estadual;Formulário 5;2019;2019;1;1
SC;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;299.35;Estadual;Formulário 5;2019;2019;1;1
SE;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;0.37;Estadual;Formulário 5;2019;2019;1;1
SE;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;70.26;Estadual;Formulário 5;2019;2019;1;1
SP;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;1507.897;Estadual;Formulário 5;2019;2019;1;1
SP;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;11947.064;Estadual;Formulário 5;2019;2019;1;1
TO;NÃO INFORMADO;Apreensão de Cocaína;01/01/2019;;;Estadual;Formulário 5;2019;2019;1;1
TO;NÃO INFORMADO;Apreensão de Maconha;01/01/2019;;;Estadual;Formulário 5;2019;2019;1;1
AC;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;133.126;Estadual;Formulário 5;2019;2019;2;1
AC;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;75.229;Estadual;Formulário 5;2019;2019;2;1
AL;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;5.564;Estadual;Formulário 5;2019;2019;2;1
AL;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;189.055;Estadual;Formulário 5;2019;2019;2;1
AM;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;29.72;Estadual;Formulário 5;2019;2019;2;1
AM;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;970.84;Estadual;Formulário 5;2019;2019;2;1
AP;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;2.91;Estadual;Formulário 5;2019;2019;2;1
AP;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;5.372;Estadual;Formulário 5;2019;2019;2;1
BA;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;25.181;Estadual;Formulário 5;2019;2019;2;1
BA;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;733.814;Estadual;Formulário 5;2019;2019;2;1
CE;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;47.54;Estadual;Formulário 5;2019;2019;2;1
CE;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;64.99;Estadual;Formulário 5;2019;2019;2;1
DF;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;16;Estadual;Formulário 5;2019;2019;2;1
DF;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;105;Estadual;Formulário 5;2019;2019;2;1
ES;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;4.634;Estadual;Formulário 5;2019;2019;2;1
ES;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;82.767;Estadual;Formulário 5;2019;2019;2;1
GO;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;248.82;Estadual;Formulário 5;2019;2019;2;1
GO;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;1682.081;Estadual;Formulário 5;2019;2019;2;1
MA;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;1.382;Estadual;Formulário 5;2019;2019;2;1
MA;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;198.577;Estadual;Formulário 5;2019;2019;2;1
MG;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;;Estadual;Formulário 5;2019;2019;2;1
MG;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;;Estadual;Formulário 5;2019;2019;2;1
MS;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;1335.481;Estadual;Formulário 5;2019;2019;2;1
MS;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;15298.117;Estadual;Formulário 5;2019;2019;2;1
MT;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;80.12;Estadual;Formulário 5;2019;2019;2;1
MT;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;241.96;Estadual;Formulário 5;2019;2019;2;1
PA;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;76.21;Estadual;Formulário 5;2019;2019;2;1
PA;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;299.483;Estadual;Formulário 5;2019;2019;2;1
PB;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;3.1;Estadual;Formulário 5;2019;2019;2;1
PB;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;25;Estadual;Formulário 5;2019;2019;2;1
PE;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;0;Estadual;Formulário 5;2019;2019;2;1
PE;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;0;Estadual;Formulário 5;2019;2019;2;1
PI;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;2003.625;Estadual;Formulário 5;2019;2019;2;1
PI;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;119.521;Estadual;Formulário 5;2019;2019;2;1
PR;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;189.509;Estadual;Formulário 5;2019;2019;2;1
PR;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;3080.981;Estadual;Formulário 5;2019;2019;2;1
RJ;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;;Estadual;Formulário 5;2019;2019;2;1
RJ;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;;Estadual;Formulário 5;2019;2019;2;1
RN;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;0;Estadual;Formulário 5;2019;2019;2;1
RN;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;0;Estadual;Formulário 5;2019;2019;2;1
RO;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;;Estadual;Formulário 5;2019;2019;2;1
RO;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;;Estadual;Formulário 5;2019;2019;2;1
RR;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;3.911;Estadual;Formulário 5;2019;2019;2;1
RR;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;0.045;Estadual;Formulário 5;2019;2019;2;1
RS;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;112.18;Estadual;Formulário 5;2019;2019;2;1
RS;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;590.25;Estadual;Formulário 5;2019;2019;2;1
SC;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;11.57;Estadual;Formulário 5;2019;2019;2;1
SC;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;197.17;Estadual;Formulário 5;2019;2019;2;1
SE;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;2.91;Estadual;Formulário 5;2019;2019;2;1
SE;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;10.29;Estadual;Formulário 5;2019;2019;2;1
SP;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;7360.478;Estadual;Formulário 5;2019;2019;2;1
SP;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;7664.911;Estadual;Formulário 5;2019;2019;2;1
TO;NÃO INFORMADO;Apreensão de Cocaína;01/02/2019;;;Estadual;Formulário 5;2019;2019;2;1
TO;NÃO INFORMADO;Apreensão de Maconha;01/02/2019;;;Estadual;Formulário 5;2019;2019;2;1
AC;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;1.281;Estadual;Formulário 5;2019;2019;3;1
AC;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;32.779;Estadual;Formulário 5;2019;2019;3;1
AL;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;39.259;Estadual;Formulário 5;2019;2019;3;1
AL;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;114.257;Estadual;Formulário 5;2019;2019;3;1
AM;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;43.9;Estadual;Formulário 5;2019;2019;3;1
AM;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;405.9;Estadual;Formulário 5;2019;2019;3;1
AP;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;11.97;Estadual;Formulário 5;2019;2019;3;1
AP;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;9.075;Estadual;Formulário 5;2019;2019;3;1
BA;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;44.338;Estadual;Formulário 5;2019;2019;3;1
BA;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;619.917;Estadual;Formulário 5;2019;2019;3;1
CE;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;48.7;Estadual;Formulário 5;2019;2019;3;1
CE;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;403.96;Estadual;Formulário 5;2019;2019;3;1
DF;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;3;Estadual;Formulário 5;2019;2019;3;1
DF;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;379;Estadual;Formulário 5;2019;2019;3;1
ES;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;4.481;Estadual;Formulário 5;2019;2019;3;1
ES;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;579.219;Estadual;Formulário 5;2019;2019;3;1
GO;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;328.034;Estadual;Formulário 5;2019;2019;3;1
GO;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;1759.391;Estadual;Formulário 5;2019;2019;3;1
MA;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;13.819;Estadual;Formulário 5;2019;2019;3;1
MA;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;36.551;Estadual;Formulário 5;2019;2019;3;1
MG;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;;Estadual;Formulário 5;2019;2019;3;1
MG;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;;Estadual;Formulário 5;2019;2019;3;1
MS;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;308.445;Estadual;Formulário 5;2019;2019;3;1
MS;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;15195.733;Estadual;Formulário 5;2019;2019;3;1
MT;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;530.96;Estadual;Formulário 5;2019;2019;3;1
MT;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;452.43;Estadual;Formulário 5;2019;2019;3;1
PA;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;56.247;Estadual;Formulário 5;2019;2019;3;1
PA;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;162.697;Estadual;Formulário 5;2019;2019;3;1
PB;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;6.73;Estadual;Formulário 5;2019;2019;3;1
PB;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;24.86;Estadual;Formulário 5;2019;2019;3;1
PE;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;0;Estadual;Formulário 5;2019;2019;3;1
PE;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;0;Estadual;Formulário 5;2019;2019;3;1
PI;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;3.954;Estadual;Formulário 5;2019;2019;3;1
PI;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;5.959;Estadual;Formulário 5;2019;2019;3;1
PR;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;106.203;Estadual;Formulário 5;2019;2019;3;1
PR;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;7133.509;Estadual;Formulário 5;2019;2019;3;1
RJ;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;;Estadual;Formulário 5;2019;2019;3;1
RJ;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;;Estadual;Formulário 5;2019;2019;3;1
RN;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;0;Estadual;Formulário 5;2019;2019;3;1
RN;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;0;Estadual;Formulário 5;2019;2019;3;1
RO;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;;Estadual;Formulário 5;2019;2019;3;1
RO;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;;Estadual;Formulário 5;2019;2019;3;1
RR;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;0.117;Estadual;Formulário 5;2019;2019;3;1
RR;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;0.071;Estadual;Formulário 5;2019;2019;3;1
RS;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;148.86;Estadual;Formulário 5;2019;2019;3;1
RS;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;317.08;Estadual;Formulário 5;2019;2019;3;1
SC;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;54.11;Estadual;Formulário 5;2019;2019;3;1
SC;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;688.11;Estadual;Formulário 5;2019;2019;3;1
SE;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;4.2;Estadual;Formulário 5;2019;2019;3;1
SE;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;127.33;Estadual;Formulário 5;2019;2019;3;1
SP;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;2122.243;Estadual;Formulário 5;2019;2019;3;1
SP;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;9194.506;Estadual;Formulário 5;2019;2019;3;1
TO;NÃO INFORMADO;Apreensão de Cocaína;01/03/2019;;;Estadual;Formulário 5;2019;2019;3;1
TO;NÃO INFORMADO;Apreensão de Maconha;01/03/2019;;;Estadual;Formulário 5;2019;2019;3;1
AC;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;41.53;Estadual;Formulário 5;2019;2019;4;2
AC;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;36.472;Estadual;Formulário 5;2019;2019;4;2
AL;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;6.288;Estadual;Formulário 5;2019;2019;4;2
AL;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;36.276;Estadual;Formulário 5;2019;2019;4;2
AM;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;137.98;Estadual;Formulário 5;2019;2019;4;2
AM;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;1297.98;Estadual;Formulário 5;2019;2019;4;2
AP;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;2.581;Estadual;Formulário 5;2019;2019;4;2
AP;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;2.038;Estadual;Formulário 5;2019;2019;4;2
BA;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;110.578;Estadual;Formulário 5;2019;2019;4;2
BA;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;216.265;Estadual;Formulário 5;2019;2019;4;2
CE;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;60.58;Estadual;Formulário 5;2019;2019;4;2
CE;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;132.73;Estadual;Formulário 5;2019;2019;4;2
DF;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;5;Estadual;Formulário 5;2019;2019;4;2
DF;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;110;Estadual;Formulário 5;2019;2019;4;2
ES;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;1.668;Estadual;Formulário 5;2019;2019;4;2
ES;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;575.057;Estadual;Formulário 5;2019;2019;4;2
GO;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;109.991;Estadual;Formulário 5;2019;2019;4;2
GO;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;5007.798;Estadual;Formulário 5;2019;2019;4;2
MA;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;1.03;Estadual;Formulário 5;2019;2019;4;2
MA;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;122.445;Estadual;Formulário 5;2019;2019;4;2
MG;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;;Estadual;Formulário 5;2019;2019;4;2
MG;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;;Estadual;Formulário 5;2019;2019;4;2
MS;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;225.912;Estadual;Formulário 5;2019;2019;4;2
MS;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;26778.348;Estadual;Formulário 5;2019;2019;4;2
MT;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;156.47;Estadual;Formulário 5;2019;2019;4;2
MT;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;627.28;Estadual;Formulário 5;2019;2019;4;2
PA;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;52.28;Estadual;Formulário 5;2019;2019;4;2
PA;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;100.754;Estadual;Formulário 5;2019;2019;4;2
PB;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;5.91;Estadual;Formulário 5;2019;2019;4;2
PB;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;24.04;Estadual;Formulário 5;2019;2019;4;2
PE;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;0;Estadual;Formulário 5;2019;2019;4;2
PE;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;0;Estadual;Formulário 5;2019;2019;4;2
PI;NÃO INFORMADO;Apreensão de Cocaína;01/04/2019;;1004.69;Estadual;Formulário 5;2019;2019;4;2
PI;NÃO INFORMADO;Apreensão de Maconha;01/04/2019;;11.426;Estadual;Formulário 5;2019;2019;4;2
